ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,long,tense,approx,dors
ˈh,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
hᵗ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ˌh,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
h̾,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
hᶻ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
h,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
h̚,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
hᵈ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ʰ̵h,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
hᵍ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ᵈ̵h,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
h͉,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
h̪,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
h̠,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ᵇ̵h,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ̝,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ̞,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ̟,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦᵊ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ˈɦ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦᵗ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ˌɦ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ̾,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦᶻ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ̚,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦᵈ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ʰ̵ɦ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦᵍ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ᵈ̵ɦ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ͉,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ̪,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ̠,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ̤,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
ᵇ̵ɦ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,0,0,0,0,0,0,-,0
hˤ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,+,+,0,0,0,0,-,0
hʰˤ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,+,+,0,0,0,0,-,0
hˤʰ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,0,+,+,0,0,0,0,-,0
ɦˤ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,+,+,0,0,0,0,-,0
ɦ̤ˤ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,0,+,+,0,0,0,0,-,0
hʰʲ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,-,0,0,0,0,-,0
hʲ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,-,0,0,0,0,-,0
hʲʰ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,-,0,0,0,0,-,0
ɦ̤ʲ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,+,0,-,0,0,0,0,-,0
ɦʲ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,+,0,-,0,0,0,0,-,0
hʰˠ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,+,0,0,0,0,-,0
hˠ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,+,0,0,0,0,-,0
ɦ̤ˠ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,+,0,+,0,0,0,0,-,0
ɦˠ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,+,0,+,0,0,0,0,-,0
hʷʰ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,+,+,0,0,0,-,0
hʰʷ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,+,+,0,0,0,-,0
hʷ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,+,+,0,0,0,-,0
hʷˠ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,+,+,0,0,0,-,0
hʷˠʰ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,+,+,0,0,0,-,0
hʲʷ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,+,+,0,0,0,-,0
hʲʷʰ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,0,+,+,0,0,0,-,0
ɦʷ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,+,0,+,+,0,0,0,-,0
ɦ̤ʷ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,+,0,+,+,0,0,0,-,0
ɦʷˠ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,+,0,+,+,0,0,0,-,0
ɦʲʷ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,+,0,+,+,0,0,0,-,0
hʳ,-,-,-,+,0,0,0,0,-,+,-,-,0,0,0,+,0,0,+,0,0,0,-,0
hʴ,-,-,-,+,0,0,0,0,-,+,-,-,0,0,0,+,0,0,+,0,0,0,-,0
ɦʳ,-,-,-,+,0,0,0,0,+,+,-,-,0,0,0,+,0,0,+,0,0,0,-,0
ɦʴ,-,-,-,+,0,0,0,0,+,+,-,-,0,0,0,+,0,0,+,0,0,0,-,0
hʷˤ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,+,+,+,0,0,0,-,0
hʷˤʰ,-,-,-,+,0,0,0,0,-,+,-,0,0,0,0,+,+,+,+,0,0,0,-,0
ɦʷˤ,-,-,-,+,0,0,0,0,+,+,-,0,0,0,0,+,+,+,+,0,0,0,-,0
ˀh,-,-,-,+,0,0,0,0,-,+,+,0,0,0,0,0,0,0,0,0,0,0,-,0
hʼ,-,-,-,+,0,0,0,0,-,+,+,0,0,0,0,0,0,0,0,0,0,0,-,0
hˀ,-,-,-,+,0,0,0,0,-,+,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ˀɦ,-,-,-,+,0,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦ̰,-,-,-,+,0,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,-,0
ɦˀ,-,-,-,+,0,0,0,0,+,+,+,0,0,0,0,0,0,0,0,0,0,0,-,0
hˤʼ,-,-,-,+,0,0,0,0,-,+,+,0,0,0,0,0,+,+,0,0,0,0,-,0
ɦ̰ˤ,-,-,-,+,0,0,0,0,+,+,+,0,0,0,0,0,+,+,0,0,0,0,-,0
hʼʲ,-,-,-,+,0,0,0,0,-,+,+,0,0,0,0,+,0,-,0,0,0,0,-,0
hʲʼ,-,-,-,+,0,0,0,0,-,+,+,0,0,0,0,+,0,-,0,0,0,0,-,0
ɦ̰ʲ,-,-,-,+,0,0,0,0,+,+,+,0,0,0,0,+,0,-,0,0,0,0,-,0
ɦ̰ˠ,-,-,-,+,0,0,0,0,+,+,+,0,0,0,0,+,0,+,0,0,0,0,-,0
hʷʼ,-,-,-,+,0,0,0,0,-,+,+,0,0,0,0,+,0,+,+,0,0,0,-,0
hʷˀ,-,-,-,+,0,0,0,0,-,+,+,0,0,0,0,+,0,+,+,0,0,0,-,0
hʼʷ,-,-,-,+,0,0,0,0,-,+,+,0,0,0,0,+,0,+,+,0,0,0,-,0
ɦ̰ʷ,-,-,-,+,0,0,0,0,+,+,+,0,0,0,0,+,0,+,+,0,0,0,-,0
ɦʷˀ,-,-,-,+,0,0,0,0,+,+,+,0,0,0,0,+,0,+,+,0,0,0,-,0
hʷˤʼ,-,-,-,+,0,0,0,0,-,+,+,0,0,0,0,+,+,+,+,0,0,0,-,0
ʃ̝,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃ̞,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃ̟,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃ̠,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃᵊ,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ˈʃ,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃᵗ,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ˌʃ,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃ̾,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃᶻ,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃ̚,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃ,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃᵈ,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃᵍ,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ᵈ̵ʃ,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃ͉,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʃ̪,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ᵇ̵ʃ,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʰ̵ʃ,-,-,+,+,-,0,0,+,-,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒ̝,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒ̞,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒ̟,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒ̠,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ˈʒ,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒᵗ,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ˌʒ,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒᵊ,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒᶻ,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒ̾,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒ̚,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒ,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒᵈ,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒᵍ,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒ͉,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ᵈ̵ʒ,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʒ̪,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ᵇ̵ʒ,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʰ̵ʒ,-,-,+,+,-,0,0,+,+,0,0,-,-,+,-,0,0,0,0,0,0,0,0,+
ʂ̝,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂ̞,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂ̺,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂ̟,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂ̠,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂᵊ,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ˈʂ,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂᵗ,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ˌʂ,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂᶻ,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂ̾,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂ̚,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂ,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂᵈ,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂᵍ,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ᵈ̵ʂ,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂ͉,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂ̪,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ᵇ̵ʂ,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʰ̵ʂ,-,-,+,+,-,0,0,+,-,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ̝,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ̞,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ̺,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ̟,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ̠,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐᵊ,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ˈʐ,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐᵗ,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ˌʐ,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐᶻ,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ̾,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ̚,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐᵈ,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐᵍ,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ᵈ̵ʐ,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ͉,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʐ̪,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ᵇ̵ʐ,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʰ̵ʐ,-,-,+,+,-,0,0,+,+,0,0,-,+,-,-,0,0,0,0,0,0,0,0,-
ʂ̻,-,-,+,+,-,0,0,+,-,0,0,-,+,+,-,0,0,0,0,0,0,0,0,-
ʐ̻,-,-,+,+,-,0,0,+,+,0,0,-,+,+,-,0,0,0,0,0,0,0,0,-
s̝,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
s̞,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
θ̺,-,-,+,+,-,0,0,-,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
s̺,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
s̟,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
s̠,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
sᵊ,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˈs,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
sᵗ,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˌs,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
sᶻ,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
s̾,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
s̚,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
s,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
sᵈ,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
sᵍ,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵈ̵s,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
s͉,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
s̪,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵇ̵s,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʰ̵s,-,-,+,+,-,0,0,+,-,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z̝,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z̞,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z̺,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z̟,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z̠,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˈz,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
zᵗ,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ˌz,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
zᵊ,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
zᶻ,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z̾,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z̚,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
zᵈ,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
zᵍ,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵈ̵z,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z͉,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
z̪,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ᵇ̵z,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
ʰ̵z,-,-,+,+,-,0,0,+,+,0,0,+,+,-,-,0,0,0,0,0,0,0,0,-
θ̝,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θ̞,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θ̻,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
s̻,-,-,+,+,-,0,0,+,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θ̟,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θ̠,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θᵊ,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ˈθ,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θᵗ,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ˌθ,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θᶻ,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θ̾,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θ̚,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θ,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θᵈ,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θᵍ,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ᵈ̵θ,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θ͉,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
θ̪,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ᵇ̵θ,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ʰ̵θ,-,-,+,+,-,0,0,-,-,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
z̻,-,-,+,+,-,0,0,+,+,0,0,+,+,+,-,0,0,0,0,0,0,0,0,-
ɸ̝,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
f̝,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɸ̞,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
f̞,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɸ̟,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
f̟,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɸ̠,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
f̠,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
fᵊ,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ˈf,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ˈɸ,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɸᵊ,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɸᵗ,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
fᵗ,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ˌf,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ˌɸ,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɸᶻ,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
fᶻ,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
f̾,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɸ̾,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɸ̚,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
f̚,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
f,-,-,+,+,-,0,0,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɸ,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
ɸᵈ,-,-,+,+,-,0,0,-,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0,-
